,id,title,family_id,brand,origin,season,color,hexadecimal,top_type,adventurous,weather,print,style,fit,application,Nivel
3012,735761e6-8f79-43c9-8279-a7af97fe00eb,Vilucy Tshirt fav ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND55,MAINSTREAM,9,blue_klein,0000FF,tops,2,warm_season,smooth,classic,straight,freetime,2
3013,0373bba2-9fd5-4775-a309-ec41bdc8f025,Onlmirinda Pant basic ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND119,MAINSTREAM,9,nude,C7A2A2,,2,warm_season,smooth,boho,tight,freetime,1
3014,fd183461-0e9d-4082-9ed8-abeb2fc6eb19,Shibrahi Top knit ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND163,NO_MAINSTREAM,9,green_dark,164A0A,tops,2,warm_season,smooth,boho,tight,work,2
3016,84a006da-9461-4700-92a8-d15c59a84c35,Sew Skirt denim ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND143,OWN_PRODUCTION,9,blue_dark,00008b,,3,warm_season,smooth,casual,straight,freetime,1
3017,07d89748-dce3-47c0-a247-8a981e52f7cd,Ante Jacket ycoo ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND25,WHOLE_SALE,9,camel,C19A6B,,2,cold_season,smooth,street,straight,freetime,3
3018,07d89748-dce3-47c0-a247-8a981e52f7cd,Ante Jacket ycoo ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND25,WHOLE_SALE,9,blue_dark,00008b,,2,cold_season,smooth,street,straight,freetime,3
3021,07d89748-dce3-47c0-a247-8a981e52f7cd,Ante Jacket ycoo ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND25,WHOLE_SALE,9,green_dark,164A0A,,2,cold_season,smooth,street,straight,freetime,3
3023,21be4fb3-2947-4385-b48c-df4ae09ec53d,Sheer Shirt stripe ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND160,NO_MAINSTREAM,9,white,FFFFFF,t-shirts,2,warm,horizontal_stripes,minimal,straight,work,2
3024,2790a572-c48a-4d12-8c2d-e65d323647f7,Carbernie Sweater round ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND39,MAINSTREAM,9,grey_dark,5F5E5E,sweaters,2,cold,smooth,boho,loose,work,2
3025,145105bb-dfb2-404b-959d-4d50e378896b,Buttons Sweatshirt colors ,3087da56-5a27-4e58-aea7-1555c640f232,BRAND60,WHOLE_SALE,9,beige,DFC8B2,hoodies,2,cold_season,smooth,classic,straight,freetime,2
3027,c758b3b3-2c75-4f97-9e54-c3324a9c2b78,Carbetty Pant wide ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND39,MAINSTREAM,9,green_dark,164A0A,,2,warm_season,smooth,boho,loose,work,1
3028,998675aa-7fbf-41a6-934c-1dbe157b122c,Couture Shirt print ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND72,WHOLE_SALE,9,white,FFFFFF,blouse,3,warm_season,checked,classic,straight,freetime,2
3029,826a37e6-903e-439b-b323-29891ef11e1c,Eyes Shirt printed ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND58,WHOLE_SALE,9,rust,B94600,shirt,3,cold_season,retro,classic,straight,work,2
3030,a858b304-860f-4e30-a926-8541081698ac,Emil Pant summ ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND58,WHOLE_SALE,9,khaki,666633,,3,warm_season,,boho,loose,freetime,1
3031,8613eb69-06d6-4d7f-ae34-5ff3cb3cd858,Onsuzana Pullover knit ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND119,MAINSTREAM,9,blue_dark,00008b,sweaters,3,cold_season,horizontal_stripes,classic,straight,work,2
3032,2cb3725d-b5bc-4088-9611-3597eabef4f2,Ferial Top majolica,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND91,WHOLE_SALE,9,green,008000,tops,2,warm,smooth,boho,straight,freetime,2
3033,4364b715-c940-4b5b-861a-c90391517b8b,Eliza Jacket denim ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND132,NO_MAINSTREAM,9,blue_light,87CEFA,,2,warm_season,smooth,casual,tight,freetime,3
3034,3b6383b4-e05c-4d5a-9c7c-d6b690784e38,Summ Tshirt nathael ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND11,WHOLE_SALE,9,white,FFFFFF,t-shirts,2,warm,smooth,boho,straight,work,2
3035,4e148a68-c9cb-4501-bdbc-51c03b6133a7,Flowers Shirt season ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND99,WHOLE_SALE,9,rust,B94600,shirt,3,warm_season,floral,boho,straight,work,2
3036,3fd8ecb9-e017-47c0-8b8b-9a4c63342124,Edly Tshirt desires ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND150,MAINSTREAM,9,grey,808080,t-shirts,2,warm_season,smooth,casual,straight,freetime,2
3038,d1c698a5-85ea-4037-82d7-d3a39074575d,Vmmaren Tshirt button ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND102,MAINSTREAM,9,rust,B94600,t-shirts,2,warm,smooth,casual,loose,work,2
3039,e2e653ea-fae0-4652-ab95-eaa4a49576fc,Revers Skirt onado ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND106,WHOLE_SALE,9,grey,808080,,3,warm_season,floral,street,tight,freetime,1
3040,d6f65bc5-45f6-49b7-8d3b-4a7ea2964d75,Srblaze Shirt printed ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND78,NO_MAINSTREAM,9,mustand,DEB24C,shirt,2,warm_season,two_tone,boho,straight,work,2
3044,6689246e-828b-4023-b680-1f6e15880d5c,Honey Shirt lined ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND83,MAINSTREAM,9,blue_light,87CEFA,shirt,2,cold_season,vertical_stripes,classic,straight,work,2
3045,2845a931-d52a-434e-a47c-2e4067c27c0a,Toxiko Jeans colors ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND165,WHOLE_SALE,9,garnet,800000,,2,cold_season,smooth,casual,tight,freetime,1
3046,88da9580-50f2-4e39-b200-d43b32527eeb,Asiel Shirt cerise ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND15,WHOLE_SALE,9,green,008000,shirt,3,warm_season,floral,boho,straight,work,2
3047,ddebd99c-a64c-46e1-94e8-b2ac8a779c4e,Poppy Short gj ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND121,NO_MAINSTREAM,9,green,008000,,2,warm,smooth,casual,tight,freetime,1
3049,8c6ec300-29ba-491e-8648-879e28eb35bd,Blish Jacket colors ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND7,WHOLE_SALE,9,beige,DFC8B2,,2,cold,smooth,classic,tight,work,3
3051,41f41739-ae44-4904-b2bd-21a99d82ae8f,Emin Dress flax ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND111,NO_MAINSTREAM,9,blue_light,87CEFA,,2,warm,floral,boho,straight,work,1
3052,54e96925-0eff-4e71-8010-0f8c20be7512,French Jeans denim ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND110,NO_MAINSTREAM,9,blue_dark,00008b,,2,warm_season,smooth,casual,tight,freetime,1
3053,fb52db80-5789-47cc-b504-232ea94ce4f1,Neola Skirt twill ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND111,NO_MAINSTREAM,9,ecru,ECE9D6,,2,warm_season,smooth,boho,straight,work,1
3054,8c6ec300-29ba-491e-8648-879e28eb35bd,Blish Jacket colors ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND7,WHOLE_SALE,9,blue_light,87CEFA,,2,cold,smooth,classic,tight,work,3
3059,598ce1bc-5c0c-4bff-b195-2705aef7f5c7,Maf Sweater V ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND89,MAINSTREAM,9,grey,808080,cardigan,1,warm_season,smooth,classic,straight,freetime,2
3060,8c38f4f4-241e-4ff7-834e-d5b7c03d400c,Srhannah Shirt solid ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND78,NO_MAINSTREAM,9,white,FFFFFF,shirt,2,warm_season,smooth,boho,loose,work,2
3061,a912aa16-5738-4fe8-920d-b5d7878d843f,Tadney Shirt mix ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND131,MAINSTREAM,9,blue_dark,00008b,blouse,2,cold_season,floral,classic,straight,work,2
3063,0cb6fead-d343-400c-bf5b-244c3bb1bd92,Saint Cardigan v-neck ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND152,NO_MAINSTREAM,9,yellow,FFFF00,cardigan,2,cold_season,smooth,classic,tight,work,2
3064,4ce81093-6c27-457c-89ae-eb0c52ccdcd6,Random Skirt midi ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND54,MAINSTREAM,9,black,000000,,2,cold_season,miniprint,street,straight,work,1
3065,5b476ca2-0d57-45fe-8166-fccdc7fff194,Junco Jackect kimono ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND133,OWN_PRODUCTION,9,ecru,ECE9D6,,2,warm,printed,boho,loose,freetime,3
3066,57746ff7-297b-49ee-ac1b-7f80011086d2,Billion Top closet ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND167,OWN_PRODUCTION,9,black,000000,tops,2,warm,printed,boho,straight,work,2
3069,02f02b75-d07a-4b2a-8eeb-90065eaf2958,Bell Tshirt desert ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND152,NO_MAINSTREAM,9,black,000000,t-shirts,1,warm,smooth,casual,straight,freetime,2
3070,60cd06ec-0034-49e6-8407-ec3f9ca44a79,Emball Top nude ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND133,OWN_PRODUCTION,9,ecru,ECE9D6,tops,3,warm,smooth,boho,loose,freetime,2
3073,882194c9-4f8a-46fa-a3b2-cf561e142862,Liam Top cerise ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND15,WHOLE_SALE,9,pink,FFC0CB,tops,3,warm,retro,boho,loose,work,2
3075,bb93c103-9258-4ef5-85c8-98b244728c25,Muriel Top lace ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND115,NO_MAINSTREAM,9,grey_dark,5F5E5E,tops,3,warm,smooth,night,straight,night,2
3076,d5e8cd2a-801b-4439-920c-190afcdea53e,Ditsy Top floral ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND54,MAINSTREAM,9,green,008000,blouse,2,warm_season,floral,boho,straight,work,2
3077,168bd926-fa20-4deb-b967-5731c592d64c,Knitted Pant regular,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND132,NO_MAINSTREAM,9,white,FFFFFF,,2,warm_season,smooth,minimal,straight,work,1
3078,a45fa3ff-46e1-4aae-958e-76697b6905d5,Scallop Cardigan edge ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND54,MAINSTREAM,9,ecru,ECE9D6,cardigan,2,cold_season,smooth,minimal,tight,work,2
3079,0496def5-4d0a-4de9-8834-e4538e861ba4,Ribbon Top stitch ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND54,MAINSTREAM,9,grey,808080,sweaters,2,cold_season,,classic,tight,work,2
3080,de8039de-85d5-465e-b913-ef901c56befb,Fqtilli Jacket olive ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND131,MAINSTREAM,9,camel,C19A6B,,2,warm_season,smooth,street,straight,work,3
3082,87ac7444-ae50-40e7-890b-0ac52ae9b63c,Fqjone Sweater block ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND131,MAINSTREAM,9,green,008000,sweaters,2,cold,horizontal_stripes,classic,loose,work,2
3085,75576053-819c-4d6d-97f1-67167e9943bb,Scdaniela Jacket blazer ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND66,MAINSTREAM,9,khaki,666633,,2,warm_season,smooth,classic,tight,work,3
3087,bb93c103-9258-4ef5-85c8-98b244728c25,Muriel Top lace ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND115,NO_MAINSTREAM,9,brick,8e1d03,tops,3,warm,smooth,night,straight,night,2
3088,06e254f2-9412-4002-b486-e585bf680c7a,Ycoo Shirt lines ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND25,WHOLE_SALE,9,white,FFFFFF,shirt,2,cold_season,checked,classic,straight,work,2
3089,d1f7f72f-5e08-40b6-a78d-f09a98ee2ad8,Nmmaria Short paperback ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND40,NO_MAINSTREAM,9,camel,C19A6B,,3,warm,smooth,casual,loose,freetime,1
3090,6f8a2f84-9ef6-411a-86b0-8c43e06fbd62,Visofina Short noos ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND55,MAINSTREAM,9,blue_light,87CEFA,,2,warm,smooth,classic,straight,work,1
3091,39e74e32-d944-4122-b89a-53c4170877d9,Mia Top visco ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND115,NO_MAINSTREAM,9,black,000000,tops,2,warm,smooth,boho,straight,work,2
3092,333d16e3-d8b8-4c43-903e-f6f1489085fd,Bylola Pant bylikke ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND76,MAINSTREAM,9,white,FFFFFF,,2,warm_season,smooth,boho,tight,work,1
3093,127e0422-dd2e-4c62-bd1f-4584c40b03ac,Emba Dress nude T. L C. black,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND133,OWN_PRODUCTION,9,ecru,ECE9D6,,2,warm,smooth,boho,loose,freetime,1
3094,127e0422-dd2e-4c62-bd1f-4584c40b03ac,Emba Dress nude T. L C. black,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND133,OWN_PRODUCTION,9,black,000000,,2,warm,smooth,boho,loose,freetime,1
3095,39e74e32-d944-4122-b89a-53c4170877d9,Mia Top visco ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND115,NO_MAINSTREAM,9,khaki,666633,tops,2,warm,smooth,boho,straight,work,2
3096,d1f7f72f-5e08-40b6-a78d-f09a98ee2ad8,Nmmaria Short paperback ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND40,NO_MAINSTREAM,9,green_dark,164A0A,,3,warm,smooth,casual,loose,freetime,1
3097,533e3e92-3f21-4331-8f65-7feec2464b95,Vmeva Pant paperbag ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND102,MAINSTREAM,9,blue_light,87CEFA,,2,warm,smooth,casual,straight,freetime,1
3099,c6a2397c-cb85-429f-a04e-4d2a1f3fb4bf,Objwin Skirt denim,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND101,NO_MAINSTREAM,9,beige,DFC8B2,,3,warm_season,smooth,casual,tight,freetime,1
3100,bf76a83d-0acf-4f8c-bd37-3d541237a317,Gema Dress cerise ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND15,WHOLE_SALE,9,green,008000,,3,warm,retro,boho,straight,work,1
3107,9eb7c8a6-0f1d-4c3e-8a9f-f19d8abbe0d2,Anna Dress volume ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND153,MAINSTREAM,9,black,000000,,3,warm_season,floral,boho,tight,freetime,1
3108,60abaac7-33e6-4ca6-9f1f-032874143af0,Serena Jacket suedette ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND153,MAINSTREAM,9,gray_light,D3D3D3,,2,cold_season,smooth,classic,straight,work,3
3109,71c7dac3-f07c-4abe-b1f2-2226d947d7f3,Dunstand Scarf nude ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND133,OWN_PRODUCTION,9,ecru,ECE9D6,,2,cold_season,printed,boho,,work,3
3110,474f7156-60c1-468c-bb5a-8fc6ac9bafb9,Pasture Dress shirred ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND153,MAINSTREAM,9,black,000000,,3,warm_season,floral,boho,tight,freetime,1
3112,a6c61708-7ed4-4fd7-ade5-350e8cca20c8,Ima Jacket joules ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND166,NO_MAINSTREAM,9,blue,000081,,2,warm_season,smooth,casual,straight,freetime,3
3113,a61ed994-4d8b-4a8f-94f5-f6f9ea41ae5c,Wave Sweater  zeze ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND74,MAINSTREAM,9,khaki,666633,t-shirts,3,warm,smooth,night,straight,work,2
3115,bc8b5458-7019-431f-97c9-3375b0fdda96,Viprimera Dress stripes,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND55,MAINSTREAM,9,brick,8e1d03,,2,warm,vertical_stripes,street,straight,work,1
3117,e613a0b9-7163-43a3-8606-54c753b8a445,Rose Cardigan knit ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND8,NO_MAINSTREAM,9,mustand,DEB24C,cardigan,2,warm_season,smooth,classic,tight,work,2
3118,1e41febe-9ef6-45e5-b64b-1e97bc0d5082,Wiggle Sweater oasis ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND134,MAINSTREAM,9,salmon,F29985,sweaters,2,cold,smooth,boho,straight,work,2
3119,04f5202a-91f6-463f-97ce-7952a8b7df9f,Carsimoni Jumpsuit noir ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND39,MAINSTREAM,9,black,000000,,3,warm,smooth,street,straight,work,1
3120,1e5c86d4-4711-4710-985c-cedb35169cdb,Ihtwiggy Short denim ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND89,MAINSTREAM,9,blue,000081,,2,warm,smooth,casual,tight,freetime,1
3122,384c96a2-4848-4c82-b63c-a58062abfcd6,Reese Pant pleat ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND153,MAINSTREAM,9,pink,FFC0CB,,2,warm_season,smooth,classic,straight,work,1
3123,2d002af1-4fb6-48c4-8676-0dbd55908298,Martin Top cahier ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND157,OWN_PRODUCTION,9,blue_light,87CEFA,tops,2,warm,smooth,classic,straight,freetime,2
3124,b05925a6-ab30-4972-9ab5-e7018177d250,Farlala Skirt midi ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND34,NO_MAINSTREAM,9,mustand,DEB24C,,3,warm,smooth,casual,straight,freetime,1
3125,e348f6a8-276f-467b-b45b-e134efb70afb,Desfatana Top stripes ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND150,MAINSTREAM,9,ecru,ECE9D6,tops,2,warm,vertical_stripes,boho,straight,work,2
3126,dcd15750-1e1d-4e7f-af8f-90a078caaa12,Denise Skirt cerise ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND15,WHOLE_SALE,9,red,B11730,,3,warm_season,floral,boho,straight,work,1
3127,56a7e99b-8c14-4bac-9b6a-ff9359a8c18e,Gia Tshirt desert ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND152,NO_MAINSTREAM,9,salmon,F29985,t-shirts,1,warm,smooth,casual,loose,work,2
3128,abb70ab0-324c-4752-a6e9-db6ab233e8c1,India Top sweaters ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND132,NO_MAINSTREAM,9,ecru,ECE9D6,sweaters,2,warm_season,smooth,boho,straight,work,2
3129,f6050da1-6211-481e-bfa8-c174a114e107,Vilanis Pant nomad ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND55,MAINSTREAM,9,beige,DFC8B2,,2,warm,smooth,casual,loose,freetime,1
3132,078f03ad-fbb4-40c2-b29b-df806a657578,Summ Tshirt season ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND99,WHOLE_SALE,9,green_light,BBE2AD,t-shirts,2,warm_season,printed,casual,straight,work,2
3133,a48d9180-e9da-4a30-9f52-dcc5924d4531,Mia Tshirt soft ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND34,NO_MAINSTREAM,9,gray_light,D3D3D3,t-shirts,2,warm,smooth,casual,tight,freetime,2
3135,e958bfc1-02c0-4eae-b6e2-ce7d00329581,Bentley Shirt comfort,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND90,MAINSTREAM,9,blue_dark,00008b,tops,2,warm,smooth,classic,straight,work,2
3136,e958bfc1-02c0-4eae-b6e2-ce7d00329581,Bentley Shirt comfort,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND90,MAINSTREAM,9,strawberry,d0455f,tops,2,warm,smooth,classic,straight,work,2
3137,9b63f5b9-fa78-49a2-84d7-032c207198b3,Ihmarrakech Pant fluid ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND89,MAINSTREAM,9,blue_dark,00008b,,2,warm,smooth,boho,loose,freetime,1
3138,78950c47-d3a0-4713-8325-fd4f77ad5e73,Frcayellow Jeans colors ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND35,MAINSTREAM,9,coral,E65A5B,,2,warm_season,smooth,classic,tight,work,1
3139,66cee2e1-39fc-40ea-8e2c-7947b0720667,Sanne Pant twil ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND74,MAINSTREAM,9,khaki,666633,,2,warm_season,smooth,street,tight,work,1
3141,abb70ab0-324c-4752-a6e9-db6ab233e8c1,India Top sweaters ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND132,NO_MAINSTREAM,9,mint,c4ddce,sweaters,2,warm_season,smooth,boho,straight,work,2
3142,abb70ab0-324c-4752-a6e9-db6ab233e8c1,India Top sweaters ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND132,NO_MAINSTREAM,9,yellow,FFFF00,sweaters,2,warm_season,smooth,boho,straight,work,2
3143,8ee7103f-a481-4bdf-86f3-05ce2f81dc1b,Agnes T-shirt off ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND9,NO_MAINSTREAM,9,ecru,ECE9D6,sweaters,2,warm_season,smooth,classic,tight,work,2
3144,51b3428a-5798-4de8-9dc7-ee5aa0ff59eb,Evelyn T-shirt Stripes ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND132,NO_MAINSTREAM,9,red,B11730,t-shirts,3,cold_season,horizontal_stripes,casual,loose,work,2
3145,2cc08e5f-419d-453e-a8f0-9cf34beaa4bb,Ima Skirt season ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND99,WHOLE_SALE,9,black,000000,,3,warm,floral,classic,straight,freetime,1
3148,dc7737d7-81cf-43a0-b5ae-e187e23ac68b,Shnauplia Top miniprint,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND158,NO_MAINSTREAM,9,black,000000,tops,2,warm,floral,boho,straight,work,2
3158,ad966813-ff9c-4841-afdb-c5d6de59063e,Scarlett Jeans solid ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND138,PREMIUM,9,grey,808080,,2,cold_season,smooth,street,tight,freetime,1
3159,37a3cd0a-5a4e-4029-8796-5c68bf1fa665,Visafari Playsuit belt ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND55,MAINSTREAM,9,brown,462C0E,,2,warm_season,smooth,boho,straight,freetime,1
3160,4bbd9695-0db7-444b-ae74-80d15af44451,Skinny Jeans high ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND156,NO_MAINSTREAM,9,blue,000081,,2,cold_season,smooth,casual,tight,freetime,1
3166,56b06953-0a92-4a14-b56b-f8debca6c4a6,Carmen Jumpsuit cerise,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND15,WHOLE_SALE,9,green_dark,164A0A,,2,warm,smooth,casual,straight,freetime,1
3167,92cf454b-a209-4bd2-b413-5a50dd72444d,Alexa Shirt melagne ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND161,NO_MAINSTREAM,9,gray_light,D3D3D3,t-shirts,2,warm_season,sheets,casual,straight,freetime,2
3168,10d9ebea-690b-42ea-9a0e-4978343628a9,Polly Dress print ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND134,MAINSTREAM,9,black,000000,,3,warm_season,polka_dot,boho,straight,work,1
3171,ea2affdd-40d3-4b85-979a-448994331766,Junco Shirt nude ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND133,OWN_PRODUCTION,9,ecru,ECE9D6,blouse,2,warm_season,floral,boho,straight,work,2
3180,5c1f04bc-0350-405d-85e7-025d01e1024c,Rose Dress season ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND99,WHOLE_SALE,9,fuchsia,FF00A8,,3,warm_season,floral,boho,straight,freetime,1
3181,036a109f-48db-4e5d-8799-3a6d498ec081,Moon Skirt soft ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND121,NO_MAINSTREAM,9,blue_dark,00008b,,2,cold_season,smooth,street,straight,freetime,1
3182,e3dbbe67-0c77-4efc-8924-0319ea1a893b,Vmerika Shirt stripes ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND102,MAINSTREAM,9,brick,8e1d03,shirt,2,warm_season,vertical_stripes,classic,straight,work,2
3183,ddebd99c-a64c-46e1-94e8-b2ac8a779c4e,Poppy Short gj ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND121,NO_MAINSTREAM,9,crimson,D84936,,2,warm,smooth,casual,tight,freetime,1
3185,345ee206-cd04-4ebc-8200-5b05600dcf31,Bristol Bag crochet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,ochre,b3832e,,2,warm,smooth,boho,,freetime,3
3191,b62ec061-9f5f-4733-abd9-dbb96c818b5b,Pckamala Dress noos ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND142,MAINSTREAM,9,blue_dark,00008b,,2,warm,smooth,casual,straight,freetime,1
3192,e3dbbe67-0c77-4efc-8924-0319ea1a893b,Vmerika Shirt stripes ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND102,MAINSTREAM,9,baby_blue,bcd2e7,shirt,2,warm_season,vertical_stripes,classic,straight,work,2
3194,18a2cde0-bb7c-457d-813e-3fcf0c977f86,Carvalerie Jacket short,35405a7d-7018-440b-9d16-76206ac3e224,BRAND39,MAINSTREAM,9,blue_dark,00008b,,2,cold_season,smooth,classic,straight,freetime,3
3198,bff7fafc-a70c-476e-9fb6-5246a63a4852,Marbore Short boyfriend ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND172,PREMIUM,9,blue,000081,,3,warm,smooth,casual,straight,freetime,1
3204,1fcbea61-3489-400b-b045-4789c81311c9,Sarah Pant short ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND15,WHOLE_SALE,9,green_dark,164A0A,,2,warm,smooth,classic,straight,freetime,1
3206,da8b4718-d3d3-4482-a02c-4ddc09d24786,Tere Shirt esprit ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND132,NO_MAINSTREAM,9,black,000000,blouse,3,warm_season,smooth,classic,straight,work,2
3208,1fcbea61-3489-400b-b045-4789c81311c9,Sarah Pant short ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND15,WHOLE_SALE,9,mint,c4ddce,,2,warm,smooth,classic,straight,freetime,1
3210,4c9f44b6-71b0-4243-9fda-6a4fbe7e798a,Liren Top cerise ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND15,WHOLE_SALE,9,pink,FFC0CB,tops,2,warm,smooth,classic,straight,work,2
3211,2b2a9c73-8cc5-4bae-b800-ea80ee33e782,Onlvide Playsuit summ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND119,MAINSTREAM,9,mustand,DEB24C,,3,warm_season,cachemere,boho,loose,freetime,1
